dataset,family,seed,draw_seed,budget,rho,accuracy,source
cifar,alibi,456,1515444192,0.075,0.3341287175186281,0.7580133849947166,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1515444192,0.1,0.4358325128869811,0.5792532581895035,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1515444192,0.15,0.6420419253463883,0.2601268052131032,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1515444192,0.2,0.850744922665021,0.15621697780908772,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,480992697,0.005,0.021562370034481138,0.999475799405906,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,480992697,0.01,0.043111145665982537,0.9959811287786127,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,480992697,0.025,0.10774040532629615,0.9776341079853222,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,480992697,0.05,0.21539570065912217,0.9238161803250043,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,480992697,0.075,0.3225363151762934,0.8250917351039664,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,480992697,0.1,0.42892202044971833,0.7022540625546041,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,480992697,0.15,0.640219812931047,0.4794688100646514,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,480992697,0.2,0.8507948576758113,0.3374104490651756,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,499098383,0.005,0.021387015448889143,0.998427398217718,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,499098383,0.01,0.04271022738377016,0.9933601258081424,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,499098383,0.025,0.1064546210962694,0.9776341079853222,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,499098383,0.05,0.21231250624273848,0.9388432640223658,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,499098383,0.075,0.31793882150554686,0.8897431417088939,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,499098383,0.1,0.42343959930894093,0.8256159356980605,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,499098383,0.15,0.6343274534367312,0.6985846583959461,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,499098383,0.2,0.8454055337997703,0.5678839769351739,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1484136836,0.005,0.021547005888069293,0.9973789970295299,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1484136836,0.01,0.04313982562661461,0.9944085269963306,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1484136836,0.025,0.10816875371068609,0.9834003145203564,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1484136836,0.05,0.21708556172257826,0.9332517910186964,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1484136836,0.075,0.3258561885940351,0.8219465315394024,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1484136836,0.1,0.43350890407519205,0.6694041586580465,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1484136836,0.15,0.6424110901484332,0.4127206010833479,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1484136836,0.2,0.8494186630276287,0.2970470033199371,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1949810196,0.005,0.021307115115987606,0.999475799405906,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1949810196,0.01,0.0425718263525509,1.0,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1949810196,0.025,0.10615046073657355,0.989341254586755,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1949810196,0.05,0.21179275978044113,0.9465315394024112,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1949810196,0.075,0.31795515339263797,0.8623099772846409,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1949810196,0.1,0.4240774855310988,0.7604403284990389,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1949810196,0.15,0.6356452014572275,0.5621177704001397,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1949810196,0.2,0.846738285850805,0.42897081950026206,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,718483333,0.005,0.02149328493159358,0.9965053293727066,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,718483333,0.01,0.042892554002341876,0.994233793464966,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,718483333,0.025,0.10666644936227253,0.9828761139262623,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,718483333,0.05,0.21263499156398297,0.9262624497641097,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,718483333,0.075,0.3194339305416954,0.8156561244102742,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,718483333,0.1,0.4264528620043555,0.6858291106063253,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,718483333,0.15,0.6394490563036406,0.47247946881006464,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,718483333,0.2,0.8514142999816863,0.3470207932902324,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1920916044,0.005,0.021634368488813133,0.9949327275904246,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1920916044,0.01,0.04336866935224449,0.9923117246199544,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1920916044,0.025,0.10906827713724908,0.9765857067971343,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1920916044,0.05,0.21958087246272262,0.916652105539053,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1920916044,0.075,0.32852061245048303,0.7908439629564913,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1920916044,0.1,0.43450108979802426,0.6508824043333915,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1920916044,0.15,0.6440907219387759,0.4368338284116722,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1920916044,0.2,0.8534106930676812,0.31958762886597936,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,75097514,0.005,0.021639639566938013,0.9973789970295299,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,75097514,0.01,0.04321586841511593,0.9956316617158832,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,75097514,0.025,0.1076714883522489,0.9823519133321683,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,75097514,0.05,0.21454229936960825,0.9421632011182945,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,75097514,0.075,0.32100803738148276,0.8591647737200768,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,75097514,0.1,0.427167619192994,0.7441901100821247,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,75097514,0.15,0.6381003317240368,0.52245325878036,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,75097514,0.2,0.8473394007005239,0.34597239210204433,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1838896125,0.005,0.022201852733969907,0.9973789970295299,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1838896125,0.01,0.04422690745817007,0.9903896557749431,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1838896125,0.025,0.10946516527674587,0.9528219465315394,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1838896125,0.05,0.21652112995481432,0.8602131749082648,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1838896125,0.075,0.3227153377169314,0.7483837148348768,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1838896125,0.1,0.4285788403891352,0.6503582037392975,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1838896125,0.15,0.6397320123640339,0.5063777738948104,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,1838896125,0.2,0.8504847463416534,0.4095753975187838,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,956457833,0.005,0.02250559994968677,1.0001747335313647,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,956457833,0.01,0.04462671835843356,1.0003494670627293,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,956457833,0.025,0.10922716137589333,0.9921369910885898,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,956457833,0.05,0.21449350680795026,0.9570155512842915,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,956457833,0.075,0.3202797796029246,0.8832780010484012,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,956457833,0.1,0.42770435271982205,0.7772147475100472,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,956457833,0.15,0.6426468954834217,0.6038790843962956,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,956457833,0.2,0.8554265151234458,0.44399790319762356,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,599568522,0.005,0.022030773343665898,0.9991263323431766,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,599568522,0.01,0.04415746997523339,0.993010658745413,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,599568522,0.025,0.11012745372922036,0.9748383714834876,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,599568522,0.05,0.21721827417900358,0.9234667132622749,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,599568522,0.075,0.3250462838301985,0.8422156211777039,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,599568522,0.1,0.43303636475834906,0.7655076009086142,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,599568522,0.15,0.643927685465559,0.5939192731085096,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,789,599568522,0.2,0.8534860328492789,0.43823169666258954,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,learned,1011,275189094,0.0025,0.01853936958297225,0.999124649859944,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,275189094,0.005,0.03724096591731579,1.000875350140056,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,275189094,0.01,0.07605054845462755,1.0019257703081232,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,275189094,0.015,0.11731094038368224,1.0021008403361344,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,275189094,0.02,0.15947737984290905,1.002626050420168,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,275189094,0.03,0.23887869730508707,1.0019257703081232,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,275189094,0.04,0.3103744204470837,0.993347338935574,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,275189094,0.05,0.37537997483789814,0.9770658263305321,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,1758743687,0.0025,0.019090650514927678,0.9994747899159664,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,1758743687,0.005,0.03795487265513713,1.0012254901960784,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,1758743687,0.01,0.07594761856504606,1.0003501400560224,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,1758743687,0.015,0.11592868750398025,1.001750700280112,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,1758743687,0.02,0.15660900229310395,1.0022759103641457,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,1758743687,0.03,0.23392337038523953,0.9978991596638656,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,1758743687,0.04,0.3042405612365765,0.9887955182072827,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,learned,1011,1758743687,0.05,0.36817105616791596,0.9763655462184873,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
