dataset,family,seed,draw_seed,budget,rho,accuracy,source
cifar,alibi,1011,275189094,0.025,0.10769804329279095,0.9869269653128812,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,275189094,0.05,0.21523639608728537,0.9416071117308698,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,275189094,0.075,0.3221001696487979,0.8828656092034163,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,275189094,0.1,0.4283211009536483,0.8129684504096216,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,275189094,0.15,0.6400155063935434,0.6621927836848527,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,275189094,0.2,0.851567791521892,0.5344256580094126,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1758743687,0.005,0.02169504414858678,0.997908314450061,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1758743687,0.01,0.04343795219469557,0.9944221718668294,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1758743687,0.025,0.1091368890496744,0.9830922084713264,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1758743687,0.05,0.22126643093414763,0.9128464354192086,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1758743687,0.075,0.33281309507536927,0.7699145895067108,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1758743687,0.1,0.4396957477273909,0.6010109813491371,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1758743687,0.15,0.650273993108066,0.2863866132124804,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1758743687,0.2,0.8595833834440115,0.15914240892452503,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1358209263,0.005,0.02206395092684046,0.9996513857416769,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1358209263,0.01,0.04405152949117172,0.9965138574167683,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1358209263,0.025,0.10949739693775515,0.9864040439253964,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1358209263,0.05,0.21685131996647028,0.9607808959386439,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1358209263,0.075,0.32256997738396304,0.896810179536343,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1358209263,0.1,0.42741356496684174,0.7981523444308872,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1358209263,0.15,0.6365633325521278,0.5581314275753878,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1358209263,0.2,0.8467446242814175,0.3623845215269304,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,538054647,0.005,0.02191909749173916,0.9965138574167683,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,538054647,0.01,0.04391454657246948,0.9926791005752136,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,538054647,0.025,0.10989049069105833,0.9654871884260066,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,538054647,0.05,0.21880127359783896,0.8954157225030503,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,538054647,0.075,0.3293110474961076,0.7850793097437685,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,538054647,0.1,0.43817592492674345,0.6674219975597001,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,538054647,0.15,0.6471922414540344,0.48021614084016034,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,538054647,0.2,0.8535208757668084,0.36656789262680844,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1562974180,0.005,0.02239454025707095,0.9991284643541921,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1562974180,0.01,0.04480644908048061,0.9963395502876068,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1562974180,0.025,0.11212156450220222,0.9649642670385218,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1562974180,0.05,0.22330676651222445,0.8708384172912672,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1562974180,0.075,0.3317185981799546,0.7343559351577479,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1562974180,0.1,0.4380157248115967,0.5936900819243507,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1562974180,0.15,0.6457075567379498,0.40055778281331705,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1562974180,0.2,0.8536549763825833,0.2971936552204985,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1453668639,0.005,0.022261194409490457,0.9972110859334147,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1453668639,0.01,0.04429403289004142,0.9928534077043751,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1453668639,0.025,0.10958706680932861,0.9567718319679275,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1453668639,0.05,0.21812565633812023,0.8929754226947881,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1453668639,0.075,0.32650926874926,0.8202893498344083,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1453668639,0.1,0.4334584278017751,0.731392713962001,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1453668639,0.15,0.6447159713735586,0.5610946487711347,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1453668639,0.2,0.8552516483993703,0.43297890883737145,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1609069331,0.005,0.02182368123012189,0.9977340073208995,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1609069331,0.01,0.04361702961867443,0.9919818720585672,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1609069331,0.025,0.10881795814089755,0.9799546801464178,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1609069331,0.05,0.21686868261079284,0.915635349485794,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1609069331,0.075,0.3244529018773841,0.8091336935680669,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1609069331,0.1,0.4309961417360986,0.6811922607634652,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1609069331,0.15,0.6418998753202574,0.46923479170298066,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1609069331,0.2,0.8523347599637724,0.338330137702632,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1720193045,0.005,0.021381654251175733,0.9989541572250306,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1720193045,0.01,0.04284669712854441,0.9982569287083842,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1720193045,0.025,0.10824399534175339,0.9851838940212654,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1720193045,0.05,0.22075361774128907,0.9259194701063272,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1720193045,0.075,0.3298480646333598,0.8211608854802162,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1720193045,0.1,0.4365046467365897,0.7062924873627331,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1720193045,0.15,0.6474368098211307,0.4971239323688339,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1720193045,0.2,0.8575571845094941,0.35628377200627503,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1152993491,0.005,0.021782424037268003,0.9986055429667073,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1152993491,0.01,0.04358630242801877,0.9973853930625762,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1152993491,0.025,0.1089687427009807,0.9803032944047411,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1152993491,0.05,0.21737776667805023,0.9295799198187205,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1152993491,0.075,0.3246246510248708,0.8359769914589505,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1152993491,0.1,0.4308984003487381,0.7172738364999128,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1152993491,0.15,0.6420720227478209,0.51211434547673,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,1152993491,0.2,0.8527557919197909,0.3735401777932717,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,853537900,0.005,0.021596756448230534,0.9989541572250306,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,853537900,0.01,0.04317517740118006,0.9970367788042531,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,853537900,0.025,0.10773685081889184,0.9862297367962348,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,853537900,0.05,0.21450051119379443,0.9504967753181105,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,853537900,0.075,0.32039265001516853,0.8997734007320899,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,853537900,0.1,0.4259048516139496,0.8445180407878682,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,853537900,0.15,0.6368662106391954,0.7247690430538608,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1011,853537900,0.2,0.8479928066426046,0.6099006449363779,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,648939596,0.005,0.021554805706608046,1.0008732099196647,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,648939596,0.01,0.043037062854278336,0.9982535801606707,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,648939596,0.025,0.10720846701733461,0.9870764931889625,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,648939596,0.05,0.21389230811144952,0.9350331819769472,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,648939596,0.075,0.3205747282232809,0.8578414250785888,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,648939596,0.1,0.42707617452808116,0.7605658400279427,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,648939596,0.15,0.6391774674183477,0.5881942018861334,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,648939596,0.2,0.8504570579016179,0.4566887879846315,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1599028269,0.005,0.02158452613803642,0.9979042961928047,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1599028269,0.01,0.04330414079736592,0.9965071603213412,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1599028269,0.025,0.10953695062636624,0.9765979741529863,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1599028269,0.05,0.22146651252803207,0.9022004889975549,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1599028269,0.075,0.3298854958484378,0.7951449528466642,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1599028269,0.1,0.4358652164786233,0.6744673419490045,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1599028269,0.15,0.6457301424768345,0.47729654208871813,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1599028269,0.2,0.8552203767551944,0.3644778204680405,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1801742653,0.005,0.021497817847103154,0.9998253580160671,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1801742653,0.01,0.043041773461010825,0.9982535801606707,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1801742653,0.025,0.10800584793562591,0.9869018512050295,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1801742653,0.05,0.21733289127171637,0.9310164163464896,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1801742653,0.075,0.3259740791292684,0.8227383863080684,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1801742653,0.1,0.4313515551796267,0.7006636395389451,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1801742653,0.15,0.6409386238375443,0.3754802654558156,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1801742653,0.2,0.8507646702184339,0.2013622074746769,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,303937385,0.005,0.02150212490694354,0.9993014320642682,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,303937385,0.01,0.04297241541558729,0.994411456514146,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,303937385,0.025,0.10724484281922765,0.9706601466992665,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,303937385,0.05,0.21399367517031848,0.8594132029339853,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,303937385,0.075,0.3201418789775908,0.7083478868319943,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,303937385,0.1,0.4258018205596392,0.5509954593084178,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,303937385,0.15,0.636748180404982,0.354697869367796,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,303937385,0.2,0.8479217120213803,0.25165909884736287,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,999424688,0.005,0.02161981981089787,1.0,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,999424688,0.01,0.04326187431070047,0.9975550122249389,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,999424688,0.025,0.10828349647625102,0.9792176039119803,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,999424688,0.05,0.21659952787529405,0.9105833042263359,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,999424688,0.075,0.3244265985146451,0.792874607055536,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,999424688,0.1,0.4318366619793132,0.6639888229130283,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,999424688,0.15,0.6447613329241751,0.43101641634648963,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,999424688,0.2,0.8526116478845737,0.2939224589591337,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,807525111,0.005,0.02126099576142389,1.000174641983933,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,807525111,0.01,0.04253966747710614,0.9963325183374083,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,807525111,0.025,0.10649852910961465,0.9872511351728954,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,807525111,0.05,0.21338831774783237,0.9530213063220399,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,807525111,0.075,0.32031034718672075,0.8960880195599021,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,807525111,0.1,0.42718970644329085,0.7979392245895913,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,807525111,0.15,0.6414376738816228,0.5663639538945162,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,807525111,0.2,0.8542248048314132,0.36081033880544877,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2145899554,0.005,0.021676613791454438,0.9968564442892072,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2145899554,0.01,0.0433794464401898,0.9935382465944813,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2145899554,0.025,0.10855318291624719,0.9788683199441145,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2145899554,0.05,0.21680981346995326,0.9259517988124344,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2145899554,0.075,0.3237800625045596,0.8637792525323087,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2145899554,0.1,0.42958869089876606,0.8005588543485854,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2145899554,0.15,0.6399217806599952,0.6901851205029689,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2145899554,0.2,0.8509610120101311,0.5897659797415299,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2134235847,0.005,0.021398940282814367,1.0012224938875305,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2134235847,0.01,0.042810337871340066,0.997205728257073,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2134235847,0.025,0.10721394007092273,0.9860286412853648,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2134235847,0.05,0.21535025454961626,0.913377575969263,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2134235847,0.075,0.32360452389486505,0.7951449528466642,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2134235847,0.1,0.4309378331513486,0.6439049947607405,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2134235847,0.15,0.6439117280922758,0.35242752357666784,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,2134235847,0.2,0.8554973670339729,0.1938526021655606,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1888751591,0.005,0.021750169249815838,0.9991267900803353,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1888751591,0.01,0.04350907449392708,0.9951100244498777,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1888751591,0.025,0.10880170506992694,0.9792176039119803,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1888751591,0.05,0.21727151338628894,0.8829898707649319,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1888751591,0.075,0.3246289620452078,0.7537548026545582,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1888751591,0.1,0.4309988916613054,0.6208522528815927,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1888751591,0.15,0.64281393119171,0.40726510653161013,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,1888751591,0.2,0.8540540940542303,0.27244149493538244,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,442392609,0.005,0.0218382862112401,0.9982535801606707,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,442392609,0.01,0.0437824704267377,0.9949353824659448,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,442392609,0.025,0.10994879236422586,0.9769472581208521,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,442392609,0.05,0.21910210256445636,0.921760391198044,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,442392609,0.075,0.3258656398645283,0.8615089067411805,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,442392609,0.1,0.4319555793708723,0.7848410757946209,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,442392609,0.15,0.6435783363664302,0.5792874607055536,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,alibi,1213,442392609,0.2,0.8504956678156388,0.48550471533356615,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
imagenet,learned,42,1712846226,0.0025,0.004045672984273396,1.0003633720930232,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,42,1712846226,0.005,0.008067898779958295,1.0007267441860463,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,42,1712846226,0.01,0.016180151842482986,1.0010901162790697,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
