dataset,family,regime,rho,mean_accuracy,sd_accuracy,low_accuracy,high_accuracy
imagenet,learned,noise,0.0567625,0.9974014860512416,0.0014697227516127813,0.9959317632996287,0.9988712088028544
imagenet,learned,noise,0.057,0.9973845680364973,0.0014789882068326151,0.9959055798296648,0.9988635562433299
imagenet,learned,noise,0.0572375,0.997367650021753,0.0014882798201607456,0.9958793702015922,0.9988559298419137
imagenet,learned,noise,0.057475,0.9973507320070087,0.0014975971047151769,0.9958531349022935,0.9988483291117239
imagenet,learned,noise,0.0577125,0.9973338139922645,0.0015069395843267095,0.9958268744079378,0.9988407535765912
imagenet,learned,noise,0.05795,0.9973168959775203,0.0015163067932895732,0.9958005891842306,0.9988332027708099
imagenet,learned,noise,0.0581875,0.9972999779627759,0.0015256982761173016,0.9957742796866587,0.9988256762388932
imagenet,learned,noise,0.058425,0.9972830599480317,0.001535113587303739,0.9957479463607279,0.9988181735353354
imagenet,learned,noise,0.0586625,0.9972661419332876,0.00154455229108879,0.9957215896421988,0.9988106942243763
imagenet,learned,noise,0.0589,0.9972492239185432,0.0015540139612296268,0.9956952099573135,0.9988032378797729
imagenet,learned,noise,0.0591375,0.9972323059037991,0.0015634981807765094,0.9956688077230226,0.9987958040845756
imagenet,learned,noise,0.059375,0.9972153878890545,0.0015730045418536527,0.9956423833472009,0.9987883924309081
imagenet,learned,noise,0.0596125,0.9971984698743105,0.0015825326454449238,0.9956159372288655,0.9987810025197554
imagenet,learned,noise,0.05985,0.9971815518595663,0.0015920821011843403,0.9955894697583819,0.9987736339607506
imagenet,learned,noise,0.0600875,0.997164633844822,0.0016016525271512385,0.9955629813176707,0.9987662863719733
imagenet,learned,noise,0.060325,0.9971477158300776,0.0016112435496703778,0.9955364722804072,0.9987589593797479
imagenet,learned,noise,0.0605625,0.9971307978153333,0.0016208548031161364,0.9955099430122172,0.9987516526184494
imagenet,learned,noise,0.0608,0.9971138798005891,0.0016304859297218176,0.9954833938708673,0.9987443657303109
imagenet,learned,noise,0.0610375,0.9970969617858448,0.0016401365793929949,0.9954568252064518,0.9987370983652378
imagenet,learned,noise,0.061275,0.9970800437711006,0.0016498064095253051,0.9954302373615753,0.9987298501806259
