session,architecture,seed,budget,restart,restart_seed,steps,attack_loss,accuracy,clean_accuracy,normalized_accuracy,rho_abs,rho_rel,clean_logit_rms,global_rms,elapsed_sec,file,sha256
1,vitb,1011,0.02,1,83522717,400,7.38474991619587,2.0496535796766744,82.2459584295612,0.024921024921024923,0.13369023892709359,0.09589502925929,1.394131061429778,0.019999999552965164,938.0382626056671,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.02/restart_1.json,52bf3a7dd0bc78c4e7790f44173634321e44b5a13a34ff9ef179d04475eafb10
1,vitb,1011,0.02,2,931713420,400,7.384572145342827,2.0496535796766744,82.2459584295612,0.024921024921024923,0.13329951229705214,0.0956147639091724,1.394131061429778,0.019999997690320015,922.9041290283203,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.02/restart_2.json,6796532d6f2e0c12862c5d3881e062d04b90212695b2be060ce2e6304bbfbc1e
1,vitb,1011,0.02,3,1221936184,400,7.384411296248436,2.0496535796766744,82.2459584295612,0.024921024921024923,0.13332594278595788,0.09563372230529238,1.394131061429778,0.019999999552965164,930.0215668678284,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.02/restart_3.json,b80370d133c8dc7645b195a49cb5778304a5226c8d1732c5a936464a33823cfa
1,vitb,1011,0.02,4,2044849737,400,7.384436908364296,2.0496535796766744,82.2459584295612,0.024921024921024923,0.13336408852982026,0.09566108396799233,1.394131061429778,0.019999999552965164,984.7121849060059,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.02/restart_4.json,68e329df73b5929bb393e30881037b51be3c46a665fec56e4cbe5bab6f8ea175
1,vitb,1011,0.009,0,1984107755,400,3.165056137740612,32.99653579676674,82.2459584295612,0.4011934011934012,0.12332321844865589,0.08845884139628837,1.394131061429778,0.008999998681247234,929.0592141151428,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.009/restart_0.json,18a75dcac9c933d9bc6efb8ec6a4613324cba36087308742afc5c4e4746762d1
1,vitb,1011,0.009,1,3278751,400,3.165036551654339,32.99653579676674,82.2459584295612,0.4011934011934012,0.12332319319704296,0.08845882328349136,1.394131061429778,0.008999998681247234,1035.6653032302856,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.009/restart_1.json,0808662035d0e2f72106a57d3cca758c51564cbfb19bace8fa047474fb3283f2
1,vitb,1011,0.009,2,731765789,400,3.165040834248066,32.99653579676674,82.2459584295612,0.4011934011934012,0.12332288985217406,0.08845860569643854,1.394131061429778,0.009000000543892384,878.1047117710114,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.009/restart_2.json,15c9d70b62ccb96af48ce56eda0abb6e89104e58749522c52115ced1501726f5
1,vitb,1011,0.009,3,49194331,400,3.165050979703665,32.99653579676674,82.2459584295612,0.4011934011934012,0.12332231610344528,0.08845819415067742,1.394131061429778,0.008999999612569809,981.6806879043579,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.009/restart_3.json,fe0ead6e5db6d6810b8a67ffdb3a3a94155278375f7c06e0ed6b4d9a02a0103c
1,vitb,1011,0.009,4,1758638860,400,3.1650500640273096,32.99653579676674,82.2459584295612,0.4011934011934012,0.12332264028940962,0.08845842668689535,1.394131061429778,0.009000000543892384,869.4174437522888,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.009/restart_4.json,418a53ae5a852613fce66b2d02d099e3a1a3afeeee7298bba69bdd7541d1f971
1,vitb,1011,0.015,0,1650141677,400,6.349634718894959,3.695150115473441,82.2459584295612,0.044928044928044926,0.1346820418628117,0.09660644224129541,1.394131061429778,0.014999997802078724,974.6081259250641,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.015/restart_0.json,9b50771d70e8f530ee28a5f5388d37b93d6569263f92fa201116573bcae37268
